ID de la réponse;Date de soumission;Dernière page;Date de lancement;Date de la dernière action;Avez-vous été confronté, que ce soit en tant que victime ou témoin, à des contenus haineux ou injurieux sur internet ?;De quelle nature étaient-ils ?  [Raciste];De quelle nature étaient-ils ?  [Antisémite];De quelle nature étaient-ils ?  [Xénophobe];De quelle nature étaient-ils ?  [Sexiste];De quelle nature étaient-ils ?  [LGBTphobe];De quelle nature étaient-ils ?  [En raison de votre religion];De quelle nature étaient-ils ?  [En raison d'un handicap];De quelle nature étaient-ils ?  [Diffamatoire];De quelle nature étaient-ils ?  [Injurieux];De quelle nature étaient-ils ?  [Harcèlement];De quelle nature étaient-ils ?  [Menace];De quelle nature étaient-ils ?  [Autre];Les avez-vous signalés au site qui les hébergeait ?;Si oui, quelle suite a été donnée à votre signalement ?;Si oui, quelle suite a été donnée à votre signalement ? [Autre];Si non, pourquoi ? ;Les avez-vous signalés à la justice ?;Si oui, une réponse judiciaire satisfaisante vous a-t-elle été apportée ?;Si oui, une réponse judiciaire satisfaisante vous a-t-elle été apportée ? [Autre];Si non, pourquoi ? ;Connaissez-vous la plateforme PHAROS, qui permet de signaler à la police et à la gendarmerie certains contenus et comportements illégaux observés sur internet ?;Comment, selon vous, mieux identifier les contenus haineux ou injurieux sur internet et leurs auteurs ?  [Par des dispositifs de signalement accessibles et simples d’usage];Comment, selon vous, mieux identifier les contenus haineux ou injurieux sur internet et leurs auteurs ?  [Par la mise en place par les opérateurs numériques d’outils de détection automatique];Comment, selon vous, mieux identifier les contenus haineux ou injurieux sur internet et leurs auteurs ?  [Par la suppression de l’anonymat sur internet];Comment, selon vous, mieux identifier les contenus haineux ou injurieux sur internet et leurs auteurs ?  [Je ne sais pas];Comment, selon vous, mieux identifier les contenus haineux ou injurieux sur internet et leurs auteurs ?  [Autre];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Personne, internet doit être un espace libre et non régulé];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Les opérateurs numériques eux-mêmes];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Une autorité indépendante (Défenseur des droits, CSA, HADOPI, ARCEP…)];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Une administration nationale (ministère de l’Intérieur, de l’Économie…)];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Une autorité ou une administration européenne];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [L’autorité judiciaire];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Je ne sais pas];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Autre];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [Une peine de mise à l’épreuve, de travail d’intérêt général ou de stage];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [Une peine d’amende];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [Une peine de prison];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [L’interdiction temporaire d’accéder à internet ou à un ou plusieurs sites internet];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [Je ne sais pas];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [Autre];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [Une peine de mise à l’épreuve, de travail d’intérêt général ou de stage];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [Une peine d’amende];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [Une peine de prison];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [L’interdiction temporaire d’exercer leur activité];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [Je ne sais pas];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [Autre];Vous avez ? ;Vous êtes ...
461;20/04/2019 12:06;3;20/04/2019 12:01;20/04/2019 12:06;Oui, de temps en temps;Oui;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous ne saviez pas que cela était possible;Non;Oui;Oui;Non;Non;;Non;Oui;Oui;Non;Non;Non;Non;;Non;Oui;Oui;Non;Non;;Non;Oui;Non;Non;Non;;Entre 12 et 17 ans;Un homme
462;20/04/2019 12:08;3;20/04/2019 12:04;20/04/2019 12:08;Oui, souvent;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Oui;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Oui;Oui;Oui;Oui;Non;;Non;Oui;Non;Oui;Non;Oui;Non;;Oui;Non;Non;Non;Non;privation de droits civiques , privation de subsides (Chomage,secu,caf);Non;Oui;Non;Non;Non;amendes tres lourdes et dissausives;Entre 60 et 69 ans;Un homme
463;20/04/2019 12:16;3;20/04/2019 12:14;20/04/2019 12:16;Oui, souvent;Oui;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;;Oui;Retrait du contenu;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Non;Non;Oui;Non;;Non;Non;Non;Oui;Non;Oui;Non;;Oui;Non;Non;Non;Non;;Non;Non;Non;Non;Oui;;Entre 40 et 59 ans;Un homme
464;20/04/2019 12:28;3;20/04/2019 12:25;20/04/2019 12:28;Oui, de temps en temps;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui;;Non;;;Vous pensez que cela est inutile;Non;;;Vous ne le souhaitiez pas;Oui;Oui;Non;Non;Non;;Oui;Non;Non;Non;Non;Non;Non;;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Un homme
465;20/04/2019 12:33;3;20/04/2019 12:32;20/04/2019 12:33;Non, jamais;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;Non;Oui;Oui;Non;Non;;Oui;Non;Non;Non;Non;Non;Non;;Non;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 18 et 24 ans;Un homme
466;20/04/2019 12:37;3;20/04/2019 12:33;20/04/2019 12:37;Oui, de temps en temps;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Oui;Non;Non;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Oui;Oui;Non;Non;;Non;Oui;Non;Oui;Oui;Non;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 60 et 69 ans;Un homme
467;20/04/2019 13:00;3;20/04/2019 12:50;20/04/2019 13:00;Oui, de temps en temps;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Commentaires irrespectueux;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Oui;Oui;Non;Non;;Non;Oui;Non;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;Communiquer  sur leur  non respect de leurs obligations pour que ce soit su du plus grand nombre...;Entre 60 et 69 ans;Une femme
468;20/04/2019 12:55;3;20/04/2019 12:52;20/04/2019 12:55;Oui, souvent;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Oui;Menaces de mort en raison de mes opinions politiques tolérantes (de la part d'individus d'extrême-droite);Oui;Aucune suite donnée au signalement;;;Non;;;Vous pensez que cela est inutile;Oui;Oui;Non;Oui;Non;;Non;Non;Oui;Non;Oui;Oui;Non;;Oui;Non;Oui;Non;Non;;Non;Non;Non;Oui;Non;;Entre 25 et 39 ans;Un homme
469;20/04/2019 13:28;3;20/04/2019 13:25;20/04/2019 13:28;Oui, de temps en temps;Non;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;;Oui;Je ne sais pas;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Oui;Oui;Oui;Non;;Non;Oui;Non;Non;Non;Non;Non;Les administrateurs de pages;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 40 et 59 ans;Un homme
470;20/04/2019 13:40;3;20/04/2019 13:37;20/04/2019 13:40;Non, jamais;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;Non;Oui;Oui;Non;Non;;Non;Non;Oui;Oui;Non;Oui;Non;;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Entre 60 et 69 ans;Une femme
471;20/04/2019 13:48;3;20/04/2019 13:45;20/04/2019 13:48;Non, jamais;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;Oui;Oui;Non;Non;Non;;Oui;Non;Non;Non;Non;Oui;Non;;Non;Non;Non;Non;Non;La justice doit décider selon les lois en vigueur;Non;Non;Non;Non;Non;Rien;Entre 40 et 59 ans;Un homme
472;;0;20/04/2019 13:47;20/04/2019 13:47;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;;
473;20/04/2019 13:56;3;20/04/2019 13:49;20/04/2019 13:56;Oui, souvent;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Islamophobe;Oui;Je ne sais pas;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Oui;Non;Oui;Non;;Non;Non;Oui;Non;Non;Non;Oui;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 18 et 24 ans;Une femme
474;20/04/2019 14:01;3;20/04/2019 13:53;20/04/2019 14:01;Oui, de temps en temps;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Oui;Ne pas oublier que beaucoup de propos haineux relèvent avant tout de la bêtise et de l'ignorance;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous ne le souhaitiez pas;Non;Oui;Oui;Oui;Non;Par un renforcement de l'éducation et de l'apprentissage du respect d'autrui et des différences;Non;Oui;Oui;Non;Non;Non;Non;;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Entre 40 et 59 ans;Un homme
475;20/04/2019 14:01;3;20/04/2019 13:56;20/04/2019 14:01;Oui, de temps en temps;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Négation du génocide arménien;Oui;Je ne sais pas;;;Oui;Autre;Par l’intermédia Du président de l’asso Aram;;Non;Non;Oui;Oui;Non;;Non;Non;Non;Oui;Non;Oui;Non;;Non;Non;Oui;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 60 et 69 ans;Un homme
476;20/04/2019 14:00;3;20/04/2019 13:59;20/04/2019 14:00;Oui, de temps en temps;Non;Non;Non;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous pensez que cela est inutile;Oui;Oui;Non;Non;Non;;Oui;Non;Oui;Non;Non;Non;Non;;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 12 et 17 ans;Un homme
477;20/04/2019 14:51;3;20/04/2019 14:21;20/04/2019 14:51;Non, jamais;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;Non;Oui;Oui;Non;Non;;Non;Oui;Oui;Non;Oui;Non;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 60 et 69 ans;Un homme
478;20/04/2019 14:28;3;20/04/2019 14:24;20/04/2019 14:28;Non, jamais;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;Non;Non;Oui;Oui;Non;;Non;Oui;Non;Oui;Non;Oui;Non;;Non;Oui;Oui;Non;Non;;Non;Oui;Non;Oui;Non;;70 ans et plus;Une femme
479;20/04/2019 14:26;3;20/04/2019 14:24;20/04/2019 14:26;Oui, de temps en temps;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;;Oui;Je ne sais pas;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;Oui;Non;;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 18 et 24 ans;Un homme
480;20/04/2019 14:35;3;20/04/2019 14:24;20/04/2019 14:35;Oui, rarement;Oui;Non;Non;Oui;Non;Non;Non;Oui;Oui;Non;Oui;;Non;;;Vous ne le souhaitez pas;Non;;;Vous ne le souhaitiez pas;Non;Oui;Non;Non;Non;Il faut qu'internet garde son statut de place libre, où toutes les opinions peuvent exister, où tous les contenus borderline que l'humain adore peuvent continuer d'exister, véritable reflet de la vraie nature humaine, sans masques sociaux.;Oui;Non;Non;Non;Non;Non;Non;Ce sont aux gens qui se sentent harcelés de réguler et de signaler, une police d'internet serait non seulement impossible, mais également porterait atteinte a la neutralité d'internet.;Non;Oui;Non;Oui;Non;;Non;Non;Non;Non;Non;Encore une fois ce ne sont pas les opérateurs numériques qui sont responsables, ce sont des simples outils. C'est l'homme qui doit être puni.;Entre 12 et 17 ans;Un homme
481;20/04/2019 14:35;3;20/04/2019 14:33;20/04/2019 14:35;Oui, souvent;Oui;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;;Oui;Je ne sais pas;;;Non;;;Vous pensez que cela est inutile;Oui;Oui;Oui;Non;Non;;Non;Non;Oui;Non;Non;Oui;Non;;Non;Non;Oui;Oui;Non;;Non;Non;Non;Oui;Non;;Entre 60 et 69 ans;Une femme
482;20/04/2019 14:48;3;20/04/2019 14:46;20/04/2019 14:48;Oui, souvent;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Oui;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Oui;Non;Oui;Oui;Non;;Non;Oui;Oui;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 40 et 59 ans;Une femme
483;20/04/2019 14:57;3;20/04/2019 14:55;20/04/2019 14:57;Oui, souvent;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;;Non;;;Vous ne le souhaitez pas;Non;;;Vous pensez que cela est inutile;Oui;Oui;Non;Non;Non;;Oui;Non;Non;Non;Non;Non;Non;;Oui;Non;Non;Non;Non;;Non;Non;Non;Non;Oui;;Entre 25 et 39 ans;Je ne souhaite pas répondre
484;20/04/2019 15:27;3;20/04/2019 15:16;20/04/2019 15:27;Oui, souvent;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Non;Oui;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Oui;Oui;Non;Non;par des mécanismes d’incitation par les plateforme pour appeler les utilisateurs à leur rôle de modération (incentive pour l’utilisateur, campagne d’education à la modération, grading du profile Twitter ou Facebook en fonction de sa civilité / participation sur le réseau);Non;Oui;Non;Oui;Oui;Non;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;Un système de notation des plateformes sur ce sujet rendu public pour en appeler à la conscience des internautes les consommant et jouer donc sur le branding des plateformes pour les inciter à être « bon élevé » sous crainte que les internautes les boudent / les jugent.;Entre 25 et 39 ans;Une femme
485;20/04/2019 15:47;3;20/04/2019 15:45;20/04/2019 15:47;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;;Oui;Retrait du contenu;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Oui;Non;Non;Non;;Non;Oui;Oui;Non;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Un homme
486;20/04/2019 15:53;3;20/04/2019 15:49;20/04/2019 15:53;Oui, de temps en temps;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Non;Oui;;Oui;Retrait du contenu;;;Non;;;Vous pensez que cela est inutile;Non;Oui;Non;Non;Non;;Oui;Non;Non;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;;Non;Non;Non;Non;Non;Aucune;Entre 40 et 59 ans;Un homme
487;20/04/2019 15:56;3;20/04/2019 15:52;20/04/2019 15:56;Oui, rarement;Non;Non;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous pensez que cela est inutile;Non;Oui;Non;Non;Non;;Non;Non;Non;Non;Non;Non;Oui;;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Entre 18 et 24 ans;Une femme
488;20/04/2019 16:02;3;20/04/2019 16:00;20/04/2019 16:02;Oui, souvent;Oui;Non;Non;Oui;Oui;Non;Non;Oui;Oui;Non;Oui;;Non;;;Vous ne le souhaitez pas;Non;;;Vous ne le souhaitiez pas;Non;Oui;Oui;Oui;Non;;Non;Non;Oui;Oui;Non;Oui;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 40 et 59 ans;Un homme
489;20/04/2019 16:14;3;20/04/2019 16:12;20/04/2019 16:14;Oui, souvent;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Oui;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Oui;Oui;Oui;Oui;Non;Parl'obligation pour s'enregistrer sur un site de prouver son identité;Non;Oui;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 60 et 69 ans;Une femme
490;20/04/2019 16:19;3;20/04/2019 16:15;20/04/2019 16:19;Oui, souvent;Non;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Oui;;Non;;;Vous ne saviez pas que cela était possible;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Oui;Oui;Oui;Non;;Non;Oui;Oui;Non;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;70 ans et plus;Une femme
491;20/04/2019 16:21;3;20/04/2019 16:19;20/04/2019 16:21;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Oui;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Oui;Oui;Non;Oui;Non;;Non;Non;Non;Oui;Oui;Oui;Non;;Non;Oui;Oui;Non;Non;;Non;Oui;Non;Oui;Non;;Entre 40 et 59 ans;Un homme
492;20/04/2019 16:41;3;20/04/2019 16:36;20/04/2019 16:41;Oui, souvent;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Oui;Non;;Oui;Je ne sais pas;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Oui;Non;Oui;Non;;Non;Non;Oui;Non;Non;Non;Non;Une autorité indépendante.. et si la personne qui se fait harceler ou autre veut porter plainte. La guider dans ces démarches;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 25 et 39 ans;Une femme
493;20/04/2019 16:39;3;20/04/2019 16:37;20/04/2019 16:39;Oui, souvent;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Oui;Oui;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous pensez que cela est inutile;Non;Oui;Non;Non;Non;;Non;Non;Non;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 18 et 24 ans;Un homme
494;20/04/2019 16:46;3;20/04/2019 16:43;20/04/2019 16:46;Oui, rarement;Oui;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Oui;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous pensez que cela est inutile;Oui;Oui;Non;Oui;Non;;Non;Non;Oui;Non;Oui;Non;Non;;Oui;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;;Entre 40 et 59 ans;Un homme
495;20/04/2019 16:49;3;20/04/2019 16:45;20/04/2019 16:49;Oui, de temps en temps;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;;Non;;;Vous ne le souhaitez pas;Non;;;Vous pensez que cela est inutile;Non;Non;Non;Non;Oui;;Non;Oui;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Non;Non;Non;Oui;Non;;70 ans et plus;Un homme
496;20/04/2019 18:29;3;20/04/2019 16:49;20/04/2019 18:29;Oui, de temps en temps;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;;Non;;;Vous ne le souhaitez pas;Non;;;Vous ne le souhaitiez pas;Non;Oui;Non;Oui;Non;;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Non;Oui;Non;;Oui;Oui;Non;Non;Non;;Entre 18 et 24 ans;Un homme
497;20/04/2019 16:59;3;20/04/2019 16:57;20/04/2019 16:59;Oui, de temps en temps;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Non;Oui;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Oui;Oui;Oui;Non;Non;;Non;Oui;Oui;Non;Non;Non;Non;;Non;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Une femme
498;20/04/2019 17:06;3;20/04/2019 17:04;20/04/2019 17:06;Oui, de temps en temps;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous ne saviez pas que cela était possible;Non;Oui;Oui;Oui;Non;;Non;Non;Non;Oui;Non;Oui;Non;;Non;Non;Oui;Oui;Non;;Oui;Non;Oui;Non;Non;;70 ans et plus;Une femme
499;20/04/2019 17:15;3;20/04/2019 17:07;20/04/2019 17:15;Oui, souvent;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui;;Oui;Je ne sais pas;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Oui;Oui;Oui;Non;je connais : internet signalement.gouv;Non;Oui;Non;Oui;Oui;Non;Non;;Non;Non;Non;Oui;Non;;Non;Non;Non;Oui;Non;;Entre 60 et 69 ans;Un homme
500;20/04/2019 17:59;3;20/04/2019 17:52;20/04/2019 17:59;Oui, souvent;Oui;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Oui;Oui;Oui;Oui;Non;;Non;Oui;Oui;Oui;Non;Non;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 60 et 69 ans;Une femme
501;20/04/2019 18:01;3;20/04/2019 17:59;20/04/2019 18:01;Oui, souvent;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Oui;;Non;;;Vous pensez que cela est inutile;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Oui;Oui;Oui;Non;;Non;Oui;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 40 et 59 ans;Une femme
502;20/04/2019 18:06;3;20/04/2019 18:02;20/04/2019 18:06;Oui, rarement;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous pensez que cela est inutile;Non;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;Oui;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;70 ans et plus;Une femme
503;;0;20/04/2019 18:11;20/04/2019 18:11;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;;
504;;1;20/04/2019 18:14;20/04/2019 18:14;Oui, de temps en temps;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;;;Vous pensez que cela est inutile;Non;;;Vous ne saviez pas que cela était possible;Non;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;;
505;20/04/2019 18:29;3;20/04/2019 18:26;20/04/2019 18:29;Oui, de temps en temps;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous pensez que cela est inutile;Non;Oui;Oui;Oui;Non;;Non;Oui;Non;Oui;Non;Oui;Non;;Non;Oui;Oui;Non;Non;;Non;Oui;Non;Oui;Non;;Entre 25 et 39 ans;Une femme
506;20/04/2019 18:33;3;20/04/2019 18:30;20/04/2019 18:33;Oui, souvent;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous pensez que cela est inutile;Non;Non;Non;Oui;Non;;Non;Non;Non;Oui;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;70 ans et plus;Une femme
507;20/04/2019 18:46;3;20/04/2019 18:39;20/04/2019 18:46;Oui, souvent;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;Oui;Autre;parfois le site retire le contenu mais bien souvent aucune suite n'est donnée;;Non;;;Vous pensez que cela est inutile;Non;Oui;Non;Non;Non;par la prise au sérieux des signalements par les sites qui dans les 3/4 des cas si ce n'est plus trouve que cela ne va pas à l'encontre de leur règlement malgré les propos raciste ou LGBTphobes;Non;Oui;Oui;Oui;Non;Non;Non;;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 18 et 24 ans;Un homme
508;20/04/2019 18:45;3;20/04/2019 18:43;20/04/2019 18:45;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Oui;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous pensez que cela est inutile;Non;Oui;Oui;Oui;Non;;Non;Oui;Non;Oui;Oui;Non;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Un homme
509;20/04/2019 18:50;3;20/04/2019 18:47;20/04/2019 18:50;Oui, souvent;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Oui;Oui;Oui;Oui;Non;;Non;Oui;Oui;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Entre 60 et 69 ans;Une femme
510;20/04/2019 19:00;3;20/04/2019 18:57;20/04/2019 19:00;Oui, souvent;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Non;Non;Non;Oui;;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Oui;Non;;Non;Non;Non;Oui;Non;;Entre 40 et 59 ans;Un homme
